Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Psychological distress among Thai migrant workers in Israel.,"Griffin, Jennifer; Soskolne, Varda","The purpose of this cross-sectional study was to examine the associations between migration stressors and psychological distress among Thai migrant agricultural workers in Israel, and to examine the direct and indirect contribution of socio-cultural variables to this relationship. Two hundred and twenty-one Thai male workers were interviewed using a structured questionnaire that included demographic variables and occupational exposures to organophosphate pesticides (as control variables), migration stressors, intervening variables (traditional health beliefs, social support, drinking behavior, and utilization of medical services), and a psychological distress scale. In multivariate analysis, migration stressors, the migrants' traditional health beliefs, quality of current social relationships, drinking behavior, as well as age and occupational exposure were significantly associated with psychological distress. Workers who reported higher migration stressors (perceived the migration to be difficult, and often felt homesick), those with higher levels of traditional health beliefs, those whose social relationships with other Thai co-workers were poor, those who consumed either no alcohol or large amounts of alcohol, and those who reported 'problem drinking' had significantly higher levels of psychological distress. A moderating effect of the quality of social relationships with co-workers on the association between homesickness and psychological distress was found. Additionally, migrants aged 28-34 and those who were experiencing eye irritation from chemicals at work had significantly increased levels of distress. The findings demonstrate the focal role of specific migration stressors and the current socio-cultural context on psychological distress of migrant workers.",2003,/,Social science & medicine (1982),57,5,769-74,,,12850104,#1391,Griffin 2003,Exclusion reason: Wrong intervention; ,""
The Taliban's war on women.,"Palmer, C",,1998,/,"Lancet (London, England)",352,9129,734,,,9729009,#1413,Palmer 1998,Exclusion reason: Wrong patient population; ,""
Expatriate mental health.,"Foyle, M F; Beer, M D; Watson, J P","This paper reviews the historical aspects of expatriate mental health, and comments on the paucity of literature in the medical and psychiatric journals. Data obtained from 397 expatriate probands examined during overseas service are described. It was noted that there was a high incidence of affective and adjustment disorders. The results showed six areas significantly related to those with affective disorders at interview, namely a history of consultation for psychological problems in out-patient departments or with the patient's own doctor, a history of depressed mood, and a family history of suicide, psychosis or personality disorder. Subjects with adjustment disorders at interview showed a significant positive correlation with four stressors (occupational anxiety, home country anxieties, acculturation and physical ill-health), but showed a negative association with a past personal history of consultation for psychological problems at out-patient departments or with their own doctors. These findings are discussed and practical applications suggested for improving expatriate mental health.",1998,/,Acta psychiatrica Scandinavica,97,4,278-83,,,9570488,#1415,Foyle 1998,Exclusion reason: Wrong outcomes; ,""
Afghan refugee issues in the U.S. social environment.,"Lipson, J G; Omidian, P A","Since Afghan refugees began coming to the United States in the early 1980s, the Afghan community of the San Francisco Bay Area has become the largest in the United States. This population copes with a number of stressors that negatively affect their health and psychological well-being. Based on an ethnographic study, we focus on the social context in which Afghan refugees find themselves, describing Afghans' perceptions of their interactions with mainstream American citizens and health and social service providers. The theme running through all such interactions is information--its scarcity, character, and cultural differences in type, purposes, and means of transmission. Quotes from interviews illustrate four types of problems: economic and occupational problems, health-care access, family and children's issues, and immigration issues/ethnic bias. Policy and program recommendations are applicable to other recent refugee populations that experience similar information problems with regard to the dominant society.",1997,/,Western journal of nursing research,19,1,110-26,,,9030042,#1419,Lipson 1997,Exclusion reason: Wrong outcomes; ,""
Rehabilitation of refugee victims of torture and trauma: principles and service provision in New South Wales.,"Reid, J C; Strong, T","A number of recently-arrived refugees who are suffering from psychological disturbances and physical injuries that have resulted from torture or severe trauma has come to the attention of welfare workers and health personnel in New South Wales. A tentative estimate of more than 2000 refugees in New South Wales who are so affected, and clear evidence of extensive human rights abuses in the countries from which they came, indicate an urgent need for specialized care for the victims. Organized violence, including detention, torture and severe deprivation, is a tool of governments in many countries of the world. The varied forms of torture are all designed to destroy the trust, personality and self-esteem of the victims and to foster dependency, debility and dread, both in the victims and in the societies in which they live. Those persons who survive torture and detention often are affected severely in body, mind and spirit. Many victims exhibit acute and chronic symptoms that are described commonly by the diagnostic categories ""post-traumatic stress disorder"" and ""torture syndrome"". Their kin, especially spouses and children, also suffer psychological and familial disturbances frequently, as a result of the arrest, detention and torture of the victim. Their suffering is compounded by the distress of fleeing their home country and the stresses of adjusting to a new country and way of life. In Europe and North America, services have been established to treat and to rehabilitate sufferers of these disorders. Treatment programmes differ in structure and size, but include commonly psychotherapy, physiotherapy, specialized medical care and parallel assistance with resettlement and social adjustment for both the patients and their families. This article cites illustrative case material from New South Wales and summarizes the recommendations for a community-based rehabilitation service for victims both of torture and of other forms of organized violence, such as detention in ""re-education"" camps or the genocide in Kampuchea.",1988,/,The Medical journal of Australia,148,7,340-6,,,3367839,#1424,Reid 1988,Exclusion reason: Wrong patient population; ,""
"Migration, development and remittances in rural Mexico.","Rubenstein, H",,1992,/,"International migration (Geneva, Switzerland)",30,2,127-53,,,12317556,#1434,Rubenstein 1992,Exclusion reason: Wrong outcomes; ,""
Perspectives on finances and mental health status among low-income Los Angeles Latinas.,"Blanco, Luisa R; Baker, Jessica A; Friedman, Julie A; Singh, Karen T; Brown, Arleen F; Moon, Sierra D; Carson, Savanna; Hsu, Audree; Pregler, Janet","Research has established a link between financial challenges and mental health outcomes. Understanding this linkage among low-income Latinas who face unique experiences and challenges in relation to managing their household finances is important. This study utilized a community-based participatory qualitative research method to explore perspectives on financial and mental health among Latinas residing in Los Angeles County. Three focus groups were conducted with mainly immigrant, Spanish-speaking, low-income Latinas (n = 37). The study found that, though participants face financial stressors tied to managing finances, they were eager to learn new skills and tools for improved financial practices and mental health therapies. For financial education interventions targeted to Latinas, it is best to use interventions that incorporate peer support groups, improve knowledge about financial management tools and financial products available in the community, and therapeutic interventions to address financial stress. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Journal of Financial Therapy,11,2,,,https://dx.doi.org/10.4148/1944-9771.1221https://dx.doi.org/10.4148/1944-9771.1221,2021-88605-001,#1464,Blanco 2020,Exclusion reason: Wrong outcomes; ,""
"""Post-migration social-environmental factors associated with mental health problems among asylum seekers: A systematic review"": Correction.","Jannesari, Sohail; Hatch, Stephani; Prina, Matthew; Oram, Sian","Reports an error in ""Post-migration social-environmental factors associated with mental health problems among asylum seekers: A systematic review"" by Sohail Jannesari, Stephani Hatch, Matthew Prina and Sian Oram (Journal of Immigrant and Minority Health, 2020[Oct], Vol 22[5], 1055-1064). In the original article, there were small errors in Table 1 and the text under Result section. These errors do not affect the paper's main findings in any way. The corrections are given in erratum. (The following abstract of the original article appeared in record 2020-63084-022). People seeking asylum are at an increased risk of mental disorder compared to refugees and other migrants. This paper aims to understand the impact of postmigration social-environmental factors to help inform efforts to reduce rates of mental disorder. We conducted a systematic review searching 11 databases, as well as 6 government and nongovernment websites. We asked 5 experts for recommendations, and carried out forwards and backwards citation tracking. From 7004 papers 21 were eligible and had the appropriate data. Narrative synthesis was conducted. 24 Social-environmental factors were identified and categorised into 7 themes: working conditions, social networks, economic class, living conditions, healthcare, community and identity, and the immigration system. Evidence suggests that discrimination and post-migration stress are associated with increased rates of mental disorder. The post-migration environment influences the mental health of people seeking asylum. Discrimination and post-migration stress are key factors, warranting further research and public attention. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Journal of Immigrant and Minority Health,22,5,1065-1066,,https://dx.doi.org/10.1007/s10903-020-01036-zhttps://dx.doi.org/10.1007/s10903-020-01036-z,2020-63084-023,#1471,Jannesari 2020,Exclusion reason: Wrong intervention; ,""
Post-migration social-environmental factors associated with mental health problems among asylum seekers: A systematic review.,"Jannesari, Sohail; Hatch, Stephani; Prina, Matthew; Oram, Sian","[Correction Notice: An Erratum for this article was reported in Vol 22(5) of Journal of Immigrant and Minority Health (see record 2020-63084-023). In the original article, there were small errors in Table 1 and the text under Result section. These errors do not affect the paper's main findings in any way. The corrections are given in erratum.] People seeking asylum are at an increased risk of mental disorder compared to refugees and other migrants. This paper aims to understand the impact of postmigration social-environmental factors to help inform efforts to reduce rates of mental disorder. We conducted a systematic review searching 11 databases, as well as 6 government and nongovernment websites. We asked 5 experts for recommendations, and carried out forwards and backwards citation tracking. From 7004 papers 21 were eligible and had the appropriate data. Narrative synthesis was conducted. 24 Social-environmental factors were identified and categorised into 7 themes: working conditions, social networks, economic class, living conditions, healthcare, community and identity, and the immigration system. Evidence suggests that discrimination and post-migration stress are associated with increased rates of mental disorder. The post-migration environment influences the mental health of people seeking asylum. Discrimination and post-migration stress are key factors, warranting further research and public attention. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Journal of Immigrant and Minority Health,22,5,1055-1064,,https://dx.doi.org/10.1007/s10903-020-01025-2https://dx.doi.org/10.1007/s10903-020-01025-2,2020-63084-022,#1472,Jannesari 2020,Exclusion reason: Wrong intervention; ,Check ref list
Social and Emotional Wellbeing (SEW) intervention for mental health promotion among resettled Bhutanese adults in Massachusetts.,"Poudel-Tandukar, Kalpana; Jacelon, Cynthia S; Rai, Shan; Ramdam, Purna; Bertone-Johnson, Elizabeth R; Hollon, Steven D","Preventative behavioral interventions aimed at reducing mental problems among refugees are limited. We assessed the effect of a Social and Emotional Wellbeing (SEW) intervention on health-promoting behaviors (coping, social-networking, and conflict-resolution) and health-outcomes (stress, anxiety, and depression) among resettled Bhutanese adults in Western Massachusetts. The study was a community-based SEW intervention with pre-posttest evaluation among 44 Bhutanese adults in Western Massachusetts. The SEW is a culturally tailored 5-week, once-weekly health-education, problem solving, and mind-body exercise program to promote stress management skills. We used validated scales to measure outcomes. Mean scores of mental problems decreased by 5.9 for depression, 9.0 for anxiety, and 5.0 for stress post-intervention (p < 0.01). Mean scores increased by 27.3 for coping, 10.6 for social support, and 20.4 for conflict-resolution. Mean social-network scores increased by 4.6 for family, 4.7 for friends, and 1.8 for community networks (p < 0.01). Our Bhutanese participants reported improvement in their mental health after attending SEW intervention. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2021,/,Community Mental Health Journal,57,7,1318-1327,,https://dx.doi.org/10.1007/s10597-020-00754-whttps://dx.doi.org/10.1007/s10597-020-00754-w,2021-01857-001,#1496,Poudel-Tandukar 2021,Exclusion reason: Wrong patient population; ,""
Health-related quality of life among migrant workers: The impact of health-promoting behaviors.,"Cho, Sunghye; Lee, Hyeonkyeong; Oh, Eui Geum; Kim, Gwang Suk; Kim, Yong-Chan; Park, Chang-gi","Health-related quality of life is an important aspect of migrant workers' overall well-being and adaptation. The aims of this study were to develop a structural model and test the health-related quality of life among migrant workers. A cross-sectional study design was used, and data were collected from 228 migrant workers from China who are currently living in Korea and using the services of free clinics for health issues. The structured questionnaire disseminated for the study was designed to measure health-related quality of life, health-promotion behaviors, barriers, resources, and perceptual factors. Structural equation modeling was used to test the hypotheses. Health-promotion behaviors and self-efficacy have significant positive direct effects on health-related quality of life, and acculturative stress has a significant negative direct effect on health-related quality of life. These findings suggest that certain strategies are needed for developing health-promotion programs aimed at the betterment of migrant workers' health-related quality of life. Specifically, health-promotion behaviors and self-efficacy among migrant workers should be encouraged, and strategies for decreasing their acculturative stress should be formulated. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Nursing & Health Sciences,22,2,318-327,,https://dx.doi.org/10.1111/nhs.12660https://dx.doi.org/10.1111/nhs.12660,2020-46016-021,#1530,Cho 2020,Exclusion reason: Wrong intervention; ,""
Effective treatment of Iranian immigrants diagnosed with PTSD: Evaluation of a culturally competent CBT manual.,"Ehteshamzadeh, Siamak","The study asked a defined question, ""What are the potential merit or validity of writing a culturally competent manual integrated with CBT intervention to treat PTSD symptoms in the Iranian population living in USA"". The population of this study was twenty mental health professionals with experience working with Iranian culture, Cognitive Behavioral Therapy, and PTSD. Utilizing a qualitative research with Interpretative phenomenological analysis (IPA), through an online, open ended questionnaire survey, the study discovered from participants responses, clinicians don't have specific training in Iranian culture, CBT and PTSD to prepare them for providing services. Based on the findings, the author recommends a competent manual including, culture, CBT and PTSD training to address the needs of the therapists in the field. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Dissertation Abstracts International: Section B: The Sciences and Engineering,81,5-B,No-Specified,,,2020-04054-150,#1650,Ehteshamzadeh 2020,Exclusion reason: No full text; ,""
Utilizing participatory methods to assess the mental and physical health needs of foreign Mexican farmworkers in southeastern United States.,"Aguilar, Andrea","Relatively few studies have been conducted on the physical and mental health needs of Mexican Migrant farmworkers, a population that is rapidly increasing in the United States. Of the literature available, depressive and anxious symptomatology are alarmingly prevalent. This qualitative descriptive study seeks to assess the mental and physical health needs of a particular H-2A Mexican farmworking community in southeastern United States. Utilizing a community based participatory approach, a needs assessment was conducted through the use of two focus groups with farmworkers (N = 16) and individual interviews with key informants (N = 3). Thematic Analysis revealed the presence of several physical and mental health stressors: weather conditions, separation from family, isolation, financial concerns, and barriers to mental health care. Despite the experience of psychological stress, several adaptive coping strategies alongside employer support and cultural factors fostered resiliency among the farmworkers in this study. Consistent with a community based participatory approach, the results of the thematic analysis of the data will be disseminated to the community in order to add to their knowledge of the needs of the community as well as empower them to take initial steps towards achieving mental health. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Dissertation Abstracts International Section A: Humanities and Social Sciences,81,5-A,No-Specified,,,2020-04052-199,#1651,Aguilar 2020,Exclusion reason: No full text; ,""
Syrian refugees in Germany: Perspectives on mental health and coping strategies.,"Renner, Anna; Hoffmann, Rahel; Nagl, Michaela; Roehr, Susanne; Jung, Franziska; Grochtdreis, Thomas; Konig, Hans-Helmut; Riedel-Heller, Steffi; Kersting, Anette","Objective: Syrians have been the largest group among asylum seekers in Germany since 2014. Refugees are exposed to various risks along the migration process, indicating the need for adequate psychosocial support. Following the advice of the United Nations High Commissioner for Refugees to consult the target group, this is the first study qualitatively investigating the perspectives on mental health and coping strategies of Syrian refugees in Germany. Methods: A qualitative design with semi-structured focus group discussions was applied. Three focus groups with a total of N = 20 participants were conducted. Focus group discussions were analyzed using content-structuring content analysis. Results: Hopelessness, fear, and worries were reported most frequently as emotional consequences of war, fleeing, and resettlement, along with cognitive, physical, social, and behavioral consequences. Among the reported consequences, symptoms of PTSD were identified. Contrary to depression and schizophrenia, PTSD was not explicitly mentioned. Possibilities of coping and support referred to meeting basic needs (e.g., mental health care), fostering participation and personal coping, with the social network stated as most important source of support. Barriers of accessing mental health and psychosocial support (MHPSS) services included poor information, stigma, and language difficulties. Conclusion: In contrast to earlier research, Syrian refugees reported numerous emotional symptoms as well as mental disorders as consequences of war, fleeing, and resettlement, indicating awareness of mental health sequelae. However, PTSD was not reported as possible consequence. The findings indicate the need for adequate psychoeducation, matching the participants' wish for improved information on mental health to reduce barriers accessing MHPSS. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2020,/,Journal of Psychosomatic Research,129,"Acarturk, C., Cetinkaya, M., Senay, I., Gulen, B., Aker, T., & Hinton, D. (2018). Prevalence and predictors of posttraumatic stress and depression symptoms among Syrian refugees in a refugee camp. J. Nerv. Ment. Dis., 206, 1, 40-45. http://dx.doi.org/10.1",,,https://dx.doi.org/10.1016/j.jpsychores.2019.109906https://dx.doi.org/10.1016/j.jpsychores.2019.109906,2020-03713-001,#1656,Renner 2020,Exclusion reason: Wrong intervention; ,""
Job stress and depressive symptoms among migrant workers in Macau: A moderated mediation model of self-esteem and perceived social support.,"Li, Qianfeng; Chi, Peilian; Hall, Brian J; Wu, Qinglu; Du, Hongfei","Damaged self-esteem can explain the negative effects of various job stresses on depressive symptoms of migrant workers. Social support may threaten workers' self-esteem in highly stressful environments, and in turn worsen their mental health. This study aimed to examine the indirect role of self-esteem in the relationship between job stress and depressive symptoms among migrant workers in Macau and whether this indirect effect is modified by social support. A sample of 900 mainland Chinese migrant workers was recruited into the study. Job stress, social support, self-esteem, and depressive symptoms were measured. Conditional process analysis was used to examine the proposed moderated mediation model. Job stress was associated with depressive symptoms through lower self-esteem. The indirect effect of job stress on depressive symptoms via decreased self-esteem was significant among migrant workers with higher levels of social support, but not among migrant workers with lower levels of social support. Our findings suggest that when migrant workers perceive a high level of social support, job stress is more likely to threaten their self-esteem and in turn increase their risk for depression. Future efforts aimed at promoting the mental health of migrant workers need to tailor interventions to avoid the threatening effect of social support on self-esteem in job environments with high stress. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2019,/,PsyCh Journal,8,3,307-317,,https://dx.doi.org/10.1002/pchj.298https://dx.doi.org/10.1002/pchj.298,2019-33543-001,#1681,Li 2019,Exclusion reason: Wrong patient population; ,""
Efficacy and acceptability of psychosocial interventions in asylum seekers and refugees: Systematic review and meta-analysis.,"Turrini, G; Purgato, M; Acarturk, C; Anttila, M; Au, T; Ballette, F; Bird, M; Carswell, K; Churchill, R; Cuijpers, P; Hall, J; Hansen, L. J; Kosters, M; Lantta, T; Nose, M; Ostuzzi, G; Sijbrandij, M; Tedeschi, F; Valimaki, M; Wancata, J; White, R; van Ommeren, M; Barbui, C","Aims: In the past few years, there has been an unprecedented increase in the number of forcibly displaced migrants worldwide, of which a substantial proportion is refugees and asylum seekers. Refugees and asylum seekers may experience high levels of psychological distress, and show high rates of mental health conditions. It is therefore timely and particularly relevant to assess whether current evidence supports the provision of psychosocial interventions for this population. We conducted a systematic review and meta-analysis of randomised controlled trials (RCTs) assessing the efficacy and acceptability of psychosocial interventions compared with control conditions (treatment as usual/no treatment, waiting list, psychological placebo) aimed at reducing mental health problems in distressed refugees and asylum seekers. Methods: We used Cochrane procedures for conducting a systematic review and meta-analysis of RCTs. We searched for published and unpublished RCTs assessing the efficacy and acceptability of psychosocial interventions in adults and children asylum seekers and refugees with psychological distress. Post-traumatic stress disorder (PTSD), depressive and anxiety symptoms at post-intervention were the primary outcomes. Secondary outcomes include: PTSD, depressive and anxiety symptoms at follow-up, functioning, quality of life and dropouts due to any reason. Results: We included 26 studies with 1959 participants. Meta-analysis of RCTs revealed that psychosocial interventions have a clinically significant beneficial effect on PTSD (standardised mean difference [SMD] = -0.71; 95% confidence interval [CI] -1.01 to -0.41; I2 = 83%; 95% CI 78-88; 20 studies, 1370 participants; moderate quality evidence), depression (SMD = -1.02; 95% CI -1.52 to -0.51; I2 = 89%; 95% CI 82-93; 12 studies, 844 participants; moderate quality evidence) and anxiety outcomes (SMD = -1.05; 95% CI -1.55 to -0.56; I2 = 87%; 95% CI 79-92; 11 studies, 815 participants; moderate quality evidence). This beneficial effect was maintained at 1 month or longer follow-up, which is extremely important for populations exposed to ongoing post-migration stressors. For the other secondary outcomes, we identified a non-significant trend in favour of psychosocial interventions. Most evidence supported interventions based on cognitive behavioural therapies with a trauma-focused component. Limitations of this review include the limited number of studies collected, with a relatively low total number of participants, and the limited available data for positive outcomes like functioning and quality of life. Conclusions: Considering the epidemiological relevance of psychological distress and mental health conditions in refugees and asylum seekers, and in view of the existing data on the effectiveness of psychosocial interventions, these interventions should be routinely made available as part of the health care of distressed refugees and asylum seekers. Evidence-based guidelines and implementation packages should be developed accordingly. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2019,/,Epidemiology and Psychiatric Sciences,28,4,376-388,,https://dx.doi.org/10.1017/S2045796019000027https://dx.doi.org/10.1017/S2045796019000027,2019-40176-006,#1715,Turrini 2019,Exclusion reason: Wrong intervention; ,""
Undocumented asylum seekers with posttraumatic stress disorder in the Netherlands.,"Lahuis, Anke M; Scholte, Willem F; Aarts, Rembrant; Kleber, Rolf J","Background: To date, most studies on the mental health of refugees in Europe have focused on the prevalence and treatment of psychopathology. Little is known about those who illegally reside in the host country, referred to, in the Netherlands, as undocumented asylum seekers. There are indications that mental health and psychosocial problems are more prevalent in this group than among refugees in general, with unsatisfactory treatment outcomes. Objective: To describe characteristics and mental health and psychosocial problems of undocumented asylum seekers, and to establish the need for, and feasibility of, a tailored treatment approach. Method: Based on a literature review and extensive clinical experience, common mental health and psychosocial problems and accessibility of care for undocumented asylum seekers are established, as well as the common treatment approach in the Netherlands. A tailored treatment programme and experiences with its implementation are described. Results: Mental health and psychosocial problems are highly prevalent among undocumented asylum seekers, and access to care is limited. In addition, treatment in the Netherlands, if provided, is mostly insufficient yet prolonged. Given the specific psychosocial problems and living conditions of undocumented asylum seekers, a necessary criterion to enable adequate and evidence-based treatment provision is acknowledgement of their distinct needs. A tailored treatment programme as currently implemented in the Netherlands appears to meet this criterion and be feasible under certain conditions. Collaboration between mental health care providers and involved social service and governmental parties by regular meetings, though complicated, is a relevant element. Conclusions: Even though undocumented asylum seekers are illegally residing in a country, medical ethics and the human rights perspective necessitate for adequate and evidence-based treatment for those among them with mental health problems. The tailored treatment approach presented here suggests that, notwithstanding factors complicating care provision which require specific attention, this is feasible. (PsycInfo Database Record (c) 2021 APA, all rights reserved)Abstract (Spanish)Antecedentes: Hasta la fecha, la mayoria de los estudios sobre la salud mental de los refugiados en Europa se han centrado en la prevalencia y el tratamiento de la psicopatologia. Sin embargo, poco se sabe acerca de aquellos que residen ilegalmente en el pais que le acoge, en los Paises Bajos, en su mayoria referidos como solicitantes de asilo indocumentados. Hay indicios de que la salud mental y los problemas psicosociales son mas frecuentes en este grupo, que entre los refugiados en general, con resultados de tratamiento insatisfactorios. Objetivo: Describir las caracteristicas y los problemas psicosociales y de salud mental de los solicitantes de asilo indocumentados, y establecer la necesidad y la viabilidad de un enfoque de tratamiento personalizado. Metodo: Basado en una revision de la literatura y una amplia experiencia clinica, se establecen problemas comunes de salud mental y psicosociales y acceso a la atencion para solicitantes de asilo indocumentados, asi como el enfoque de tratamiento comun en los Paises Bajos. Se describe un programa de tratamiento a medida y experiencias con su implementacion. Resultados: La salud mental y los problemas psicosociales son muy frecuentes entre los solicitantes de asilo indocumentados, y el acceso a la atencion es limitado. Ademas, el tratamiento en los Paises Bajos, si se proporciona, es en su mayoria insuficiente y prolongado. Dados los problemas psicosociales especificos y las condiciones de vida de los solicitantes de asilo indocumentados, un criterio necesario para permitir una provision de tratamiento adecuada y basada en la evidencia es el reconocimiento de sus necesidades especificas. Un programa de tratamiento a medida como se implementa actualmente en los Paises Bajos parece cumplir con este criterio y ser factible bajo ciertas condiciones. La colaboracion entre los proveedores de atencion de salud mental y el servicio social involucrado y las partes gubernamentales mediante reuniones periodicas, aunque complicadas, es un elemento relevante. Conclusiones: A pesar de que los solicitantes de asilo indocumentados residen ilegalmente en un pais, por etica medica y perspectiva de los derechos humanos, aquellos con problemas de salud mental, requieren un tratamiento adecuado y basado en la evidencia. El enfoque de tratamiento personalizado presentado aqui sugiere que, a pesar de los factores que complican la provision de atencion que requieren atencion especifica, esto es factible. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2019,/,European Journal of Psychotraumatology,10,1,,,https://dx.doi.org/10.1080/20008198.2019.1605281https://dx.doi.org/10.1080/20008198.2019.1605281,2019-30803-001,#1725,Lahuis 2019,Exclusion reason: Wrong patient population; ,""
Psychoanalysis and the situation of refugees: A human rights perspective.,"Varvin, Sverre","Millions of people today experience human rights violations (HRV) worldwide. Many groups live under conditions that make them vulnerable and being exposed to HRV under such conditions can have devastating consequences. Violations represent grave problems for public health and also disturb the democratic foundations of a society. This chapter discusses a human rights perspective on mental health problems caused by HRV and how attacks on the fundamental right to be a human affect psychological functioning. It first shortly presents the international system of conventions that attempts to regulate and prohibit the violation of basic human rights. Every human being's uniqueness is what entitles them to ethical treatment and human rights. Human rights are situated on three pillars: ethics and moral principles, laws/conventions and declarations on human rights, and basic philosophical principles related to being human. Being exposed to gross human rights violations, especially torture, affects basic systems of security, exposes the self to humiliation and shaming and sets forth a cascade of anxiety-provoking fantasies. Psychoanalytic therapy has a historical perspective and works with problems related to the self and self-image. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2019,/,"Psychoanalysis, law, and society.",,"Forensic Psychology & Legal Issues [4200]Alemi, Q., James, S., Cruz, R., Zepeda, V., & Racadio, M. (2013). Psychological distress in Afghan refugees: A mixed-method systematic review. J Immigr Minor Health, 16, 1247-1261. http://dx.doi.org/10.1007/s10903-",9-26,,,2019-29404-001,#1729,Varvin 2019,Exclusion reason: Wrong intervention; ,""
Psychological interventions for post-traumatic stress disorder in refugees and asylum seekers: A systematic review and meta-analysis.,"Thompson, Christopher T; Vidgen, Andrew; Roberts, Neil P","There is a high prevalence of post-traumatic stress disorder (PTSD) in refugee and asylum seeker populations which can pose distinct challenges for mental health professionals. This review included 16 randomised controlled trials (RCTs) with 1111 participants investigating the effect of psychological interventions on PTSD in these populations. We searched PsychInfo, ProQuest (including selected databases ASSIA, IBSS, PILOTS), Web of Science, the Cochrane Central Database of Controlled Studies (CENTRAL) and Cochrane Database for Systematic Reviews (CDSR) to identify peer-reviewed, primary research articles up to May 2018. We used rigorous methods to assess the quality of included trials and evidence using Cochrane, SURE and GRADE systems. 525 trials were reviewed, 16 were included with 15 contributed to meta-analyses. Despite the challenges of conducting research in this field we found evidence for trauma-focused psychological interventions for PTSD in this population. Following sub-group analyses, we found evidence to support the use of EMDR and Narrative Exposure Therapy for PTSD symptoms. We considered these findings in relation to the broader PTSD treatment literature and related literature from survivors of large scale conflict. These findings suggest that trauma focused psychological therapies can be effective in improving symptoms for refugees and asylum seekers with PTSD. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2018,/,Clinical Psychology Review,63,"Acarturk, C., Konuk, E., Cetinkaya, M., Senay, I., Sijbrandij, M., Cuijpers, P., & Aker, T. (2015). EMDR for Syrian refugees with posttraumatic stress disorder symptoms: Results of a pilot randomized controlled trial. European Journal of Psychotraumatolog",66-79,,https://dx.doi.org/10.1016/j.cpr.2018.06.006https://dx.doi.org/10.1016/j.cpr.2018.06.006,2018-32894-007,#1815,Thompson 2018,Exclusion reason: Wrong intervention; ,""
Dance/Movement therapy and resilience building with female asylum seekers and refugees: A phenomenological practice based research.,"Verreault, Katia","This phenomenological study aims to better understand the applicability of Dance/Movement therapy for traumatised women asylum seekers and refugees. It explores if and how bodily engagement could support an existing resilience based treatment model employed at a centre for transcultural psychiatry in the Netherlands. The sessions focused on moving the body and included the use of music, props, mirroring techniques, body awareness and movement exploration exercises. Participation in the sessions was associated with self-reported alleviation of stress and addressed vulnerabilities. Additionally, movement and bodily engagement offered opportunities for body awareness, and interconnectedness with other group members. A key finding was that Dance/Movement therapy provided a shared safe psychological space for self-expression among this vulnerable population, and can be incorporated into a resilience based treatment programme with adaptations for context. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",2017,/,Intervention: Journal of Mental Health and Psychosocial Support in Conflict Affected Areas,15,2,120-135,,https://dx.doi.org/10.1097/WTF.0000000000000150https://dx.doi.org/10.1097/WTF.0000000000000150,2017-48810-004,#1892,Verreault 2017,Exclusion reason: Wrong patient population; ,""
